card_id,company,card_name,origin_event_code,event_title,event_link,start_date,end_date,event_type,section,event_content,updated_at
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,혜택 제공일,조건 충족 시 발급 다음 달 기준 3개월 이내 본인 명의 결제 계좌로 입금,2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,혜택 제공일,예시) 2026년 4월 발급 후 5월 31일까지 조건 충족 시 7월 31일경 입금,2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,위 혜택은 현대카드 홈페이지 및 앱에서 발급한 회원에 한해 1회 제공됩니다.(오프라인 발급 시 혜택 제외),2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,아래 회원은 위 혜택을 받을 수 없습니다.,2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,"본인 명의 카드 신규 발급 외 본인 카드 추가ㆍ교체 발급, 가족 카드 발급 회원",2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,대상 카드 발급월부터 1년(2025년 5월 ~ 2026년 4월) 내 탈회 또는 본인ㆍ가족 카드 해지 이력이 있는 회원,2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,혜택 제공 일정은 현대카드 또는 회원 사정에 따라 변경될 수 있습니다.,2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,카드 이용 대금 결제일과 캐시백 제공일이 동일한 경우 캐시백 금액이 이용 대금으로 납부될 수 있습니다.,2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,"혜택 제공 시점에 대상 카드 해지, 교체(재발급 등), 정지(연체 등) 탈회 등의 경우 혜택이 제공되지 않습니다.(카드 상태가 정상인 경우에 한해 제공)",2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,"현대카드에서 진행하는 다른 이벤트(연회비 캐시백, 발급ㆍ이용 유도 등) 혜택과 중복 적용할 수 없습니다.",2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,카드 발급 여부는 현대카드의 발급 및 심사 기준에 따릅니다.,2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,신청 과정 중 회원님께 확인 전화를 드릴 수 있습니다.,2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,자세한 내용은 현대카드 고객센터(1577-6000)로 문의해 주세요.,2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,위 혜택은 현대카드 사정에 따라 변경 또는 중단될 수 있습니다.,2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,Apple Pay 결제 대상 현대카드 및 이용 가능 브랜드는 현대카드 앱 및 홈페이지에서 확인해 주세요.,2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,"현대카드M 연회비 : 국내전용/국내외겸용(Visa Platinum/Amex Platinum) 30,000원",2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,카드 이용 대금 연체 시 약정 금리 + 연체 가산 금리 3%의 연체 금리가 적용됩니다.,2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,"(회원별, 이용 상품별 차등 적용/법정 최고 금리 20% 이내)",2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,"단, 연체 발생 시점에 약정 금리가 없는 경우 아래와 같이 적용",2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,일시불 : 거래 발생 시점 기준 최소 기간(2개월)의 유이자 할부 약정 금리 + 연체 가산 금리 3%,2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,무이자 할부 : 거래 발생 시점 기준 동일한 할부 계약 기간의 유이자 할부 약정 금리 + 연체 가산 금리 3%,2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,"상환 능력에 비해 신용카드 이용금액이 과도할 경우, 귀하의 개인신용평점이 하락할 수 있습니다.",2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,개인신용평점 하락 시 금융거래와 관련된 불이익이 발생할 수 있습니다.,2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,"일정 기간 원리금을 연체할 경우, 모든 원리금을 변제할 의무가 발생할 수 있습니다.",2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,"신용카드 발급이 부적정한 경우(연체금 보유, 개인신용평점 낮음 등) 카드 발급이 제한될 수 있습니다.",2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,카드 이용대금과 이에 수반되는 모든 수수료를 지정된 대금 결제일에 상환합니다.,2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,금융소비자는 금융소비자보호법 제19조 제1항에 따라 해당 상품 또는 서비스에 대하여 설명을 받을 권리가 있습니다.,2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,"자세한 내용 및 이용 조건은 카드 신청 전 현대카드 홈페이지 및 상품설명서, 약관 참고",2026-04-22 01:56:00
ME4,현대카드,현대카드M,EA7539,현대카드M 신규 회원 연회비 캐시백 이벤트,https://www.hyundaicard.com/cpb/ev/CPBEV0101_06.hc?bnftWebEvntCd=EA7539,2026-04-01,2026-04-30,캐시백,확인해 주세요,여신금융협회 심의필 제 2026-C1h-02696호 (2026.02.23 ~ 2027.02.22),2026-04-22 01:56:00
